0	i have to say i don t get the hype about this place after many good reviews by local press i gave this place a try in a party of three two complete failures on our food first one burger was over cooked to the point of being completely dry and un edible second when you can order a burger with a portobello mushroom traded for beef it s supposed to be a whole mushroom cap so you can eat it like a burger when the mushroom is cut into many thin slices it s impossible to eat as a sandwich cheese forgotten salad dressing forgotten service poor and slow it seemed like the nice people working there were trained as bartenders not waitstaff one star for the cheese curds they were good but i m never going back there are too many places near there that have their act together and serve good food that i can give my business to
1	this is my second visit here my first time was when it first opened and there was not a whole lot to write home about tonight it was fantastic to begin with service was a little slow it took about 5 min for our server to come and another 10 to get our cocktails but she was super nice and apologetic and the tasty drinks made up for it my man and i both got the special drink a ginger snap which contained yahara bay vodka ginger liquer lemon and lemon lime soda to start with i got the black bean chili topped with cheddar and sour cream although vegan versions of both are available it was really really good for the main event i got the faux fish fry which i have been dying to try i was definately not disappointed it was excellent it came with 2 fish patties rosemary red skinned potatoes and coleslaw plus my chili for 12 i will definately come back for it again and again my man got the bowl of chili which he loved a side of potatoes really good and a side of hummus which was not very good it didn t seem to have any garlic in it at all and just tasted dirty but everything else was awesome our food was soooooo good that we had to try dessert he got a smore dessert which was a dense chocolate cake topped with a flambeed marshmallow fluff i haven t been able to have marshmallow in years so that was a real treat i got raspberry cheesecake which did not disappoint i am really happy with almost everything about this trip and will definately be back for the fish again
1	my husband and i enjoyed our recent dinner it s an adult burger joint with a bar and cool décor the staff was very friendly and accommodating our bartender did a great job meeting my request to make my drink the sugar mama even sweeter my husband tried one of their housemade sodas and it was very good would get both beverages again we loved the french onion dip crispy housemade chips with housemade french onion dip lots of onions but oh so delish my husband tried the backyard bbq burger and i had the farmhouse both were very good but the burger patties themselves lacked full flavor think the graze burger for those of you who ve had the pleasure and joy the highlight were the shakes omg i have no words simply scrumptious and nothing matches them we tried the vanilla coconut and toasted marshmallow we both agreed the burgers alone would not bring us back too many wonderful burgers elsewhere but the beverages and french onion dip were definitely a draw
0	maybe because it s organic bland though the atmosphere is calming and inviting for a leisurely dinner the food missed it s mark that s why i gave it 2 stars i had the diced fresh beets i can t even remember what was in it forgettable i guess i had to ask for salt to bring out the flavor they don t like to use salt in their cooking and we had to ask for it since it was not on the table i do not use a lot of salt but the appetizer and our entree needed it i order the bass which was ok but i thought maybe slightly undercooked it came with fingerling potatoes and some spinach that was bland my friend had fresh pasta cavatelle in a light pesto sauce the pasta was too chewy and it had a texture more like eating squid though pesto is basil based it was too strong maybe a bit more roasted ground pine nuts would help offset the strong basil flavor she did have a side of mushrooms which was very good the service was good to but maybe a bit too conscientious better that then none at all
1	anna s pizza is to die for anna s sauce is amazing and no she will not share the receipt i ve asked many times this is a small mom pop and anna s family is fully involved her husband jeff makes the pizza lonnie does the deliveries and anna is the waitress if you are looking for a fast meal this is not the place but if you want the best pizza ever then it is worth the wait hint if you are going to dine in call and order your pizza ahead of time anna will set up a table and everything waiting when you arrive quaint atmosphere with wonderful staff that just wants your experience to be the best possible
1	went there tonight for dinner we were seated right away in a comfortable booth i had the 6 oz sirloin 11 99 that came with a salad and a loaded baked potatoe the steak was done perfectly and unbelievably tender and bursting with flavor the potatoe was super good too fresh not dried out or over baked when they say loaded they mean loaded butter sour cream cheese and bacon the salad was fresh and delish with plenty of cucumber tomatoes and croutons all you can eat fresh baked bread my friend had the shaved prime rib sandwich that i tried it was also very good service was great no complaints we will be back
1	eldorado has the best margaritas i ve had in madison tex tubb s is a close second but eldorado is the best check out their happy hour the drinks are cheaper you can even get discounts on neat pours of their amazing tequila selection i ve been here quite a few times and never been disappointed the drinks are great the staff is wonderful and the food is fantastic the brunch deserves its own paragraph it s my favorite brunch in town good drinks and wonderful tex mex food i m reading a 3 star review on the sidebar as i write this and i can t believe it someone complaining about no free chips and salsa they re really cheap the queso which we ve ordered twice and the waitstaff always explained was not normal queso and the lack of frozen margaritas seriously if you want cheap by the numbers big box type mexican go to pedro s this restaurant is for people that enjoy good food and drinks sorry back to the brunch i ve had half a dozen items off the brunch menu and loved every one if you come here on sunday morning you might want to make a reservation because everyone knows what a great brunch they have and they all come on sunday it s a bit more expensive than your average mexican or tex mex place but the quality of the food drinks and service is well worth it
0	i used to be a huge fan of this place and was excited to bring my visiting family there because of their gluten free options when we walked in there were only 4 tables being occupied i had my 9 month old daughter with so we needed to find a table large enough for the 6 of us and a high chair our only option were two tables in the back that we had to push together i had no problem doing so but my issue with both tables was how dirty they were and clearly had not been wiped when i went and found the high chair shocker again disgusting now it came to order my father n i made our way to the counter where a friendly young woman took our order we ordered two greek wraps awesome and a california turkey wrap again awesome i still never understand why your drinks are in a cooler hidden around the corner which to this day no one ever tells you about after waiting 30 minutes one of the greek wraps made it to the table which was dropped by a very awkward young man who was aimlessly walking around with different orders before ours and didn t have the chicken that was requested 15 minutes later the 2nd greek wrap has arrived no chicken then after 10 minutes both wraps come back made with chicken then another 15 minutes later my california wrap arrives all with fruit cups now in the menu they specify you get tortilla chips and homemade salsa and if you would like fruit it s a 1 upcharge again no biggie we like our fruit but you didn t even mention the fact hey sorry folks we seem to have ran out of chips is fruit ok lastly i really feel you should have someone checking the appearance of your restrooms both were in poor form and needed some attention this was not how i felt when you first arrived on commerce drive it was actually a go to spot that i often bragged about to fellow friends and family however after today s experience especially now that i have a young child i do not have the patience for yolas cafe maybe if i find myself bored with a lot of time on my hands i will stop by to wait for a 20 minute latte
0	i went to francesca s for the first time with great anticipation after hearing about their good italian food at reasonable prices for many years boy was i disappointed we ate at the bar and the first strike was the bartender s answer to my question of what was their house red wine which was i don t even know what that means because they offer 7 or 8 wines by the glass that was out first feel bad of the evening additionally their wine glasses are very small yet the prices don t reflect it as for the food the caesar salad had clearly been sitting in the cooler for many hours and the dressing was tasteless any self respecting italian restaurant should have a decent caesar salad on a similar note the minnestrone was incredibly salty our entrees pasta and fish were decent but we already had been let down by the attitude the wine price small glass ratio and disappointing soup salad by that point we were glad we had tried it but will not return
1	i live close to here so you d think that we go to g b a lot but we actually don t it s not bad food not by a long shot but we just don t go here that often i will state a bad point from my point of view the menu is limited on one side it s sandwiches and burgers and the other side is just pizza so when i went here for the first couple times there was no food on the menu that appealed to me so i ended up sharing with my family and having fries and sipping pepsi but then i went with my dad one time and i just said you know what i m just gonna go for it i ordered a g b burger which is this monstrous burger with two patties and the works tomato onion bacon two kinds of sauce lettuce and two slices of american swiss or cheddar cheese your choice i am not exaggerating when i say it was by far the best thing that involved grilled beef slapped between bread aka a hamburger that i have ever tasted in my life it was heavenly i ended up barely finishing it because it was just that big the pizza is amazing for a place that doesn t specialize in pizza they have classics and then they plop on sausage and other goodies to get you on your knees begging the fries are in my opinion the best in madison and the surrounding area and the cheese curds are way up on the list too the chicken tenders as an appetizer are delicious as well the only reason i gave it 4 stars is because of the small menu and i m also not a huge fan of the ambiance
